id,ID-Cliente,Nro Llamadas,ID-Llegada
9899,852,7,3286
9905,852,7,613
9912,853,7,3148
9913,853,7,2176
9915,853,7,947
9918,853,7,821
9922,853,7,622
9927,853,7,779
9933,853,7,2104
9940,854,5,680
9941,854,5,729
9943,854,5,847
9946,854,5,658
9950,854,5,941
9955,855,5,599
9956,855,5,3050
9958,855,5,2391
9961,855,5,2044
9965,855,5,662
9970,856,6,668
9971,856,6,2984
9973,856,6,2092
9976,856,6,2905
9980,856,6,2254
9985,856,6,3262
9991,857,6,584
9992,857,6,594
9994,857,6,667
9997,857,6,829
10001,857,6,3021
10006,857,6,665
10012,858,7,2282
10013,858,7,2943
10015,858,7,2127
10018,858,7,3358
10022,858,7,898
10027,858,7,580
10033,858,7,846
10040,859,6,2706
10041,859,6,642
10043,859,6,912
10046,859,6,3460
10050,859,6,2928
10055,859,6,3063
10061,860,4,912
10062,860,4,2611
10064,860,4,2727
10067,860,4,806
10071,861,7,3306
10072,861,7,811
10074,861,7,719
10077,861,7,2443
10081,861,7,2611
10086,861,7,3236
10092,861,7,556
10099,862,4,726
10100,862,4,2881
10102,862,4,603
10105,862,4,516
10109,863,5,560
10110,863,5,894
10112,863,5,2045
10115,863,5,956
10119,863,5,592
10124,864,4,985
10125,864,4,3462
10127,864,4,945
10130,864,4,804
10134,865,7,2551
10135,865,7,509
10137,865,7,2854
10140,865,7,591
10144,865,7,994
10149,865,7,759
10155,865,7,2453
10162,866,4,2648
10163,866,4,2396
10165,866,4,3495
10168,866,4,545
10172,867,6,831
10173,867,6,2690
10175,867,6,519
10178,867,6,958
10182,867,6,990
10187,867,6,2454
10193,868,6,612
10194,868,6,3293
10196,868,6,949
10199,868,6,2580
10203,868,6,2984
10208,868,6,582
10214,869,4,927
10215,869,4,2431
10217,869,4,789
10220,869,4,858
10224,870,7,2926
10225,870,7,2765
10227,870,7,2908
10230,870,7,2415
10234,870,7,3002
10239,870,7,777
10245,870,7,822
10252,871,4,840
10253,871,4,564
10255,871,4,2315
10258,871,4,693
10262,872,5,746
10263,872,5,989
10265,872,5,3097
10268,872,5,3011
10272,872,5,934
10277,873,6,621
10278,873,6,967
10280,873,6,726
10283,873,6,829
10287,873,6,3467
10292,873,6,2191
10298,874,7,2834
10299,874,7,3194
10301,874,7,3241
10304,874,7,2629
10308,874,7,534
10313,874,7,3237
10319,874,7,2499
10326,875,5,934
10327,875,5,2740
10329,875,5,2533
10332,875,5,994
10336,875,5,642
10341,876,5,3427
10342,876,5,594
10344,876,5,2510
10347,876,5,706
10351,876,5,685
10356,877,6,740
10357,877,6,2404
10359,877,6,622
10362,877,6,3463
10366,877,6,2180
10371,877,6,3433
10377,878,4,2568
10378,878,4,646
10380,878,4,618
10383,878,4,2943
10387,879,6,769
10388,879,6,3073
10390,879,6,807
10393,879,6,3381
10397,879,6,941
10402,879,6,572
10408,880,7,610
10409,880,7,821
10411,880,7,3476
10414,880,7,2357
10418,880,7,2714
10423,880,7,686
10429,880,7,674
10436,881,5,669
10437,881,5,729
10439,881,5,2036
10442,881,5,2098
10446,881,5,3330
10451,882,4,683
10452,882,4,2737
10454,882,4,762
10457,882,4,563
10461,883,7,752
10462,883,7,605
10464,883,7,653
10467,883,7,2383
10471,883,7,920
10476,883,7,634
10482,883,7,628
10489,884,5,3246
10490,884,5,2870
10492,884,5,733
10495,884,5,3243
10499,884,5,690
10504,885,7,932
10505,885,7,985
10507,885,7,743
10510,885,7,874
10514,885,7,880
10519,885,7,685
10525,885,7,618
10532,886,6,2455
10533,886,6,758
10535,886,6,2018
10538,886,6,555
10542,886,6,2349
10547,886,6,2350
10553,908,7,905
10554,908,7,2076
10556,908,7,503
10559,908,7,2727
10563,908,7,880
10568,908,7,3195
10574,908,7,883
10581,909,11,639
10582,909,11,774
10584,909,11,2315
10587,909,11,831
10591,909,11,2749
10596,909,11,2076
10602,909,11,2403
10609,909,11,846
10617,909,11,831
10626,909,11,877
10636,909,11,898
10647,910,7,811
10648,910,7,851
10650,910,7,2417
10653,910,7,2121
10657,910,7,2347
10662,910,7,621
10668,910,7,3042
10675,911,7,908
10676,911,7,2925
10678,911,7,919
10681,911,7,721
10685,911,7,697
10690,911,7,620
10696,911,7,501
10703,912,7,2771
10704,912,7,2833
10706,912,7,662
10709,912,7,774
10713,912,7,687
10718,912,7,3176
10724,912,7,918
10731,913,10,3386
10732,913,10,502
10734,913,10,865
10737,913,10,912
10741,913,10,974
10746,913,10,568
10752,913,10,3253
10759,913,10,2843
10767,913,10,853
10776,913,10,991
10786,914,12,915
10787,914,12,2849
10789,914,12,865
10792,914,12,916
10796,914,12,2290
10801,914,12,2692
10807,914,12,2598
10814,914,12,655
10822,914,12,3177
10831,914,12,3413
10841,914,12,2460
10852,914,12,2643
10864,915,7,2841
10865,915,7,507
10867,915,7,684
10870,915,7,854
10874,915,7,755
10879,915,7,652
10885,915,7,991
10892,916,10,724
10893,916,10,602
10895,916,10,3427
10898,916,10,907
10902,916,10,950
10907,916,10,3309
10913,916,10,2110
10920,916,10,2141
10928,916,10,2761
10937,916,10,867
10947,917,8,709
10948,917,8,903
10950,917,8,2880
10953,917,8,533
10957,917,8,622
10962,917,8,657
10968,917,8,953
10975,917,8,609
10983,918,11,983
10984,918,11,3019
10986,918,11,2289
10989,918,11,618
10993,918,11,567
10998,918,11,3107
11004,918,11,3101
11011,918,11,2920
11019,918,11,687
11028,918,11,2192
11038,918,11,537
11049,919,9,980
11050,919,9,817
11052,919,9,2983
11055,919,9,2057
11059,919,9,849
11064,919,9,537
11070,919,9,739
11077,919,9,905
11085,919,9,3376
11094,920,7,2795
11095,920,7,606
11097,920,7,2843
11100,920,7,584
11104,920,7,999
11109,920,7,3167
11115,920,7,2038
11122,921,11,729
11123,921,11,656
11125,921,11,631
11128,921,11,877
11132,921,11,2174
11137,921,11,2248
11143,921,11,838
11150,921,11,545
11158,921,11,910
11167,921,11,982
11177,921,11,521
11188,922,11,879
11189,922,11,560
11191,922,11,943
11194,922,11,958
11198,922,11,760
11203,922,11,848
11209,922,11,2122
11216,922,11,966
11224,922,11,2042
11233,922,11,798
11243,922,11,3318
11254,923,10,2381
11255,923,10,949
11257,923,10,883
11260,923,10,977
11264,923,10,3344
11269,923,10,2657
11275,923,10,2326
11282,923,10,2795
11290,923,10,3436
11299,923,10,958
11309,924,12,3223
11310,924,12,2247
11312,924,12,3208
11315,924,12,509
11319,924,12,528
11324,924,12,2676
11330,924,12,3229
11337,924,12,810
11345,924,12,504
11354,924,12,687
11364,924,12,682
11375,924,12,2347
11387,925,12,808
11388,925,12,2899
11390,925,12,878
11393,925,12,846
11397,925,12,2425
11402,925,12,2814
11408,925,12,653
11415,925,12,714
11423,925,12,983
11432,925,12,547
11442,925,12,609
11453,925,12,605
11465,926,7,503
11466,926,7,2303
11468,926,7,3422
11471,926,7,704
11475,926,7,3091
11480,926,7,912
11486,926,7,641
11493,927,10,554
11494,927,10,2374
11496,927,10,2275
11499,927,10,2734
11503,927,10,799
11508,927,10,547
11514,927,10,596
11521,927,10,898
11529,927,10,2336
11538,927,10,3273
11548,928,8,939
11549,928,8,2340
11551,928,8,2715
11554,928,8,909
11558,928,8,2845
11563,928,8,748
11569,928,8,3303
11576,928,8,673
11584,929,11,2155
11585,929,11,605
11587,929,11,858
11590,929,11,707
11594,929,11,529
11599,929,11,760
11605,929,11,2583
11612,929,11,3034
11620,929,11,805
11629,929,11,749
11639,929,11,707
11650,930,10,904
11651,930,10,634
11653,930,10,716
11656,930,10,2457
11660,930,10,2394
11665,930,10,2926
11671,930,10,984
11678,930,10,712
11686,930,10,3033
11695,930,10,872
11705,931,7,535
11706,931,7,3205
11708,931,7,831
11711,931,7,663
11715,931,7,3427
11720,931,7,2465
11726,931,7,674
11733,932,7,600
11734,932,7,818
11736,932,7,3035
11739,932,7,3161
11743,932,7,807
11748,932,7,2990
11754,932,7,2104
11761,933,9,3496
11762,933,9,2002
11764,933,9,764
11767,933,9,2844
11771,933,9,975
11776,933,9,718
11782,933,9,691
11789,933,9,596
11797,933,9,2549
11806,934,10,799
11807,934,10,2551
11809,934,10,2695
11812,934,10,726
11816,934,10,740
11821,934,10,804
11827,934,10,2215
11834,934,10,2277
11842,934,10,802
11851,934,10,2986
11861,935,11,755
11862,935,11,663
11864,935,11,2671
11867,935,11,3161
11871,935,11,2544
11876,935,11,845
11882,935,11,3419
11889,935,11,2339
11897,935,11,812
11906,935,11,2040
11916,935,11,3443
11927,936,7,3037
11928,936,7,2358
11930,936,7,579
11933,936,7,3407
11937,936,7,2952
11942,936,7,2830
11948,936,7,865
11955,937,7,769
11956,937,7,2449
11958,937,7,2999
11961,937,7,537
11965,937,7,2745
11970,937,7,681
11976,937,7,2303
11983,938,8,3124
11984,938,8,983
11986,938,8,576
11989,938,8,897
11993,938,8,3462
11998,938,8,931
12004,938,8,2087
12011,938,8,787
12019,939,12,3376
12020,939,12,743
12022,939,12,739
12025,939,12,2658
12029,939,12,2948
12034,939,12,2552
12040,939,12,734
12047,939,12,516
12055,939,12,556
12064,939,12,688
12074,939,12,2852
12085,939,12,2719
12097,940,7,803
12098,940,7,2626
12100,940,7,945
12103,940,7,2520
12107,940,7,2503
12112,940,7,741
12118,940,7,2116
12125,941,12,2892
12126,941,12,758
12128,941,12,587
12131,941,12,807
12135,941,12,3222
12140,941,12,856
12146,941,12,624
12153,941,12,763
12161,941,12,2693
12170,941,12,506
12180,941,12,575
12191,941,12,807
12203,942,11,646
12204,942,11,3345
12206,942,11,695
12209,942,11,2163
12213,942,11,605
12218,942,11,2799
12224,942,11,3062
12231,942,11,603
12239,942,11,2286
12248,942,11,956
12258,942,11,3181
12269,943,11,3340
12270,943,11,2005
12272,943,11,2664
12275,943,11,627
12279,943,11,872
12284,943,11,2785
12290,943,11,601
12297,943,11,2058
12305,943,11,2451
12314,943,11,677
12324,943,11,848
12335,944,11,2285
12336,944,11,921
12338,944,11,634
12341,944,11,2452
12345,944,11,2167
12350,944,11,506
12356,944,11,2378
12363,944,11,639
12371,944,11,592
12380,944,11,814
12390,944,11,2060
12401,945,10,2966
12402,945,10,3206
12404,945,10,703
12407,945,10,2076
12411,945,10,2858
12416,945,10,2172
12422,945,10,2774
12429,945,10,770
12437,945,10,847
12446,945,10,617
12456,946,12,882
12457,946,12,2503
12459,946,12,567
12462,946,12,946
12466,946,12,934
12471,946,12,925
12477,946,12,791
12484,946,12,3154
12492,946,12,2498
12501,946,12,2874
12511,946,12,536
12522,946,12,738
12534,947,11,2570
12535,947,11,957
12537,947,11,735
12540,947,11,817
12544,947,11,649
12549,947,11,908
12555,947,11,2487
12562,947,11,3005
12570,947,11,829
12579,947,11,2434
12589,947,11,748
12600,948,7,2902
12601,948,7,2031
12603,948,7,2134
12606,948,7,2575
12610,948,7,2107
12615,948,7,2946
12621,948,7,3432
12628,949,12,2152
12629,949,12,765
12631,949,12,2744
12634,949,12,3470
12638,949,12,2558
12643,949,12,3092
12649,949,12,623
12656,949,12,2072
12664,949,12,911
12673,949,12,3228
12683,949,12,941
12694,949,12,2217
12706,950,12,520
12707,950,12,540
12709,950,12,2679
12712,950,12,510
12716,950,12,746
12721,950,12,540
12727,950,12,3207
12734,950,12,2926
12742,950,12,895
12751,950,12,714
12761,950,12,658
12772,950,12,3418
12784,951,12,540
12785,951,12,3332
12787,951,12,3180
12790,951,12,926
12794,951,12,913
12799,951,12,953
12805,951,12,2341
12812,951,12,2895
12820,951,12,984
12829,951,12,2441
12839,951,12,2237
12850,951,12,871
12862,952,8,2260
12863,952,8,919
12865,952,8,514
12868,952,8,711
12872,952,8,734
12877,952,8,900
12883,952,8,2381
12890,952,8,2572
12898,953,8,925
12899,953,8,679
12901,953,8,986
12904,953,8,888
12908,953,8,544
12913,953,8,525
12919,953,8,523
12926,953,8,865
12934,954,9,2282
12935,954,9,902
12937,954,9,2974
12940,954,9,857
12944,954,9,824
12949,954,9,2853
12955,954,9,971
12962,954,9,2898
12970,954,9,993
12979,955,8,749
12980,955,8,993
12982,955,8,3463
12985,955,8,3256
12989,955,8,586
12994,955,8,2260
13000,955,8,2681
13007,955,8,2960
13015,956,9,2648
13016,956,9,706
13018,956,9,944
13021,956,9,2713
13025,956,9,3433
13030,956,9,2829
13036,956,9,990
13043,956,9,3498
13051,956,9,2156
13060,957,8,2331
13061,957,8,562
13063,957,8,2176
13066,957,8,2158
13070,957,8,3193
13075,957,8,2056
13081,957,8,3473
13088,957,8,3161
13096,958,9,2192
13097,958,9,564
13099,958,9,935
13102,958,9,3429
13106,958,9,935
13111,958,9,501
13117,958,9,585
13124,958,9,2760
13132,958,9,918
13141,959,10,561
13142,959,10,2729
13144,959,10,860
13147,959,10,705
13151,959,10,2960
13156,959,10,3422
13162,959,10,684
13169,959,10,2580
13177,959,10,3319
13186,959,10,3327
13196,960,8,844
13197,960,8,3257
13199,960,8,535
13202,960,8,3188
13206,960,8,3383
13211,960,8,988
13217,960,8,2410
13224,960,8,962
13232,961,9,939
13233,961,9,2443
13235,961,9,804
13238,961,9,2102
13242,961,9,3439
13247,961,9,646
13253,961,9,860
13260,961,9,2634
13268,961,9,2172
13277,962,12,861
13278,962,12,2907
13280,962,12,740
13283,962,12,2635
13287,962,12,870
13292,962,12,3076
13298,962,12,614
13305,962,12,564
13313,962,12,2681
13322,962,12,825
13332,962,12,2355
13343,962,12,997
13355,963,8,3199
13356,963,8,829
13358,963,8,3282
13361,963,8,629
13365,963,8,884
13370,963,8,2618
13376,963,8,855
13383,963,8,3435
13391,964,8,2113
13392,964,8,775
13394,964,8,695
13397,964,8,2192
13401,964,8,3428
13406,964,8,781
13412,964,8,686
13419,964,8,2107
13427,965,7,744
13428,965,7,795
13430,965,7,3395
13433,965,7,923
13437,965,7,977
13442,965,7,811
13448,965,7,952
13455,966,12,2608
13456,966,12,3401
13458,966,12,890
13461,966,12,917
13465,966,12,529
13470,966,12,987
13476,966,12,2698
13483,966,12,3251
13491,966,12,3237
13500,966,12,2447
13510,966,12,590
13521,966,12,780
13533,967,11,2755
13534,967,11,2665
13536,967,11,802
13539,967,11,2540
13543,967,11,2845
13548,967,11,575
13554,967,11,3102
13561,967,11,756
13569,967,11,892
13578,967,11,770
13588,967,11,2755
13599,968,12,982
13600,968,12,598
13602,968,12,772
13605,968,12,2602
13609,968,12,755
13614,968,12,2932
13620,968,12,507
13627,968,12,689
13635,968,12,2583
13644,968,12,3439
13654,968,12,554
13665,968,12,871
13677,969,10,2621
13678,969,10,2623
13680,969,10,883
13683,969,10,2623
13687,969,10,780
13692,969,10,843
13698,969,10,768
13705,969,10,584
13713,969,10,551
13722,969,10,603
13732,970,8,653
13733,970,8,776
13735,970,8,901
13738,970,8,3247
13742,970,8,606
13747,970,8,675
13753,970,8,2991
13760,970,8,2448
13768,971,9,881
13769,971,9,2614
13771,971,9,531
13774,971,9,501
13778,971,9,802
13783,971,9,593
13789,971,9,800
13796,971,9,739
13804,971,9,553
13813,972,8,2136
13814,972,8,623
13816,972,8,685
13819,972,8,2272
13823,972,8,843
13828,972,8,853
13834,972,8,706
13841,972,8,3304
13849,973,11,622
13850,973,11,562
13852,973,11,3111
13855,973,11,777
13859,973,11,815
13864,973,11,3132
13870,973,11,978
13877,973,11,702
13885,973,11,624
13894,973,11,653
13904,973,11,3190
13915,974,12,732
13916,974,12,692
13918,974,12,2196
13921,974,12,3174
13925,974,12,834
13930,974,12,3303
13936,974,12,2298
13943,974,12,661
13951,974,12,899
13960,974,12,3487
13970,974,12,726
13981,974,12,977
13993,975,8,3069
13994,975,8,646
13996,975,8,923
13999,975,8,759
14003,975,8,649
14008,975,8,2172
14014,975,8,870
14021,975,8,874
14029,976,10,650
14030,976,10,688
14032,976,10,615
14035,976,10,2305
14039,976,10,590
14044,976,10,810
14050,976,10,556
14057,976,10,962
14065,976,10,3380
14074,976,10,540
14084,977,9,644
14085,977,9,2675
14087,977,9,2301
14090,977,9,824
14094,977,9,2293
14099,977,9,2012
14105,977,9,528
14112,977,9,2517
14120,977,9,2235
14129,978,12,504
14130,978,12,783
14132,978,12,2948
14135,978,12,790
14139,978,12,795
14144,978,12,2401
14150,978,12,783
14157,978,12,2091
14165,978,12,789
14174,978,12,2267
14184,978,12,971
14195,978,12,827
14207,979,9,2641
14208,979,9,2749
14210,979,9,2691
14213,979,9,2060
14217,979,9,2369
14222,979,9,2673
14228,979,9,3325
14235,979,9,3157
14243,979,9,2719
14252,980,7,2589
14253,980,7,738
14255,980,7,2749
14258,980,7,2726
14262,980,7,699
14267,980,7,562
14273,980,7,3485
14280,981,8,3049
14281,981,8,3263
14283,981,8,2977
14286,981,8,2180
14290,981,8,3283
14295,981,8,2550
14301,981,8,795
14308,981,8,2433
14316,982,8,960
14317,982,8,923
14319,982,8,3270
14322,982,8,2416
14326,982,8,827
14331,982,8,750
14337,982,8,567
14344,982,8,3016
14352,983,8,2972
14353,983,8,676
14355,983,8,787
14358,983,8,861
14362,983,8,3046
14367,983,8,634
14373,983,8,801
14380,983,8,913
14388,984,12,920
14389,984,12,573
14391,984,12,847
14394,984,12,2564
14398,984,12,2586
14403,984,12,2408
14409,984,12,996
14416,984,12,858
14424,984,12,651
14433,984,12,781
14443,984,12,3177
14454,984,12,2594
14466,985,11,923
14467,985,11,674
14469,985,11,3427
14472,985,11,2707
14476,985,11,2726
14481,985,11,531
14487,985,11,564
14494,985,11,602
14502,985,11,965
14511,985,11,3471
14521,985,11,2327
14532,986,11,2438
14533,986,11,2247
14535,986,11,520
14538,986,11,543
14542,986,11,540
14547,986,11,874
14553,986,11,917
14560,986,11,748
14568,986,11,539
14577,986,11,927
14587,986,11,771
14598,987,8,963
14599,987,8,3368
14601,987,8,3093
14604,987,8,2428
14608,987,8,961
14613,987,8,2183
14619,987,8,656
14626,987,8,3203
14634,988,8,543
14635,988,8,788
14637,988,8,3199
14640,988,8,2250
14644,988,8,959
14649,988,8,716
14655,988,8,947
14662,988,8,873
14670,989,11,3284
14671,989,11,552
14673,989,11,773
14676,989,11,783
14680,989,11,980
14685,989,11,662
14691,989,11,2509
14698,989,11,867
14706,989,11,2129
14715,989,11,573
14725,989,11,2069
14736,990,8,2909
14737,990,8,2637
14739,990,8,581
14742,990,8,615
14746,990,8,817
14751,990,8,627
14757,990,8,853
14764,990,8,938
14772,991,7,551
14773,991,7,2030
14775,991,7,2350
14778,991,7,680
14782,991,7,2083
14787,991,7,553
14793,991,7,592
14800,992,9,638
14801,992,9,588
14803,992,9,708
14806,992,9,777
14810,992,9,849
14815,992,9,595
14821,992,9,556
14828,992,9,2184
14836,992,9,619
14845,993,7,759
14846,993,7,3344
14848,993,7,555
14851,993,7,841
14855,993,7,838
14860,993,7,864
14866,993,7,561
14873,994,11,2946
14874,994,11,643
14876,994,11,3090
14879,994,11,2223
14883,994,11,900
14888,994,11,3034
14894,994,11,2077
14901,994,11,833
14909,994,11,3030
14918,994,11,862
14928,994,11,885
14939,995,11,993
14940,995,11,800
14942,995,11,535
14945,995,11,618
14949,995,11,2858
14954,995,11,649
14960,995,11,2059
14967,995,11,751
14975,995,11,3339
14984,995,11,3375
14994,995,11,949
15005,996,21,2427
15006,996,21,2274
15008,996,21,2351
15011,996,21,583
15015,996,21,525
15020,996,21,620
15026,996,21,3081
15033,996,21,3106
15041,996,21,862
15050,996,21,559
15060,996,21,616
15071,996,21,611
15083,996,21,2821
15096,996,21,3205
15110,996,21,2183
15125,996,21,721
15141,996,21,724
15158,996,21,534
15176,996,21,2886
15195,996,21,2131
15215,996,21,2374
15236,997,20,525
15237,997,20,815
15239,997,20,2380
15242,997,20,2172
15246,997,20,2499
15251,997,20,991
15257,997,20,964
15264,997,20,2245
15272,997,20,2937
15281,997,20,2492
15291,997,20,3384
15302,997,20,659
15314,997,20,3432
15327,997,20,925
15341,997,20,900
15356,997,20,2262
15372,997,20,2611
15389,997,20,690
15407,997,20,505
15426,997,20,605
15446,1001,3,1479
15447,1001,3,3007
15449,1001,3,3266
15452,1002,2,1360
15453,1002,2,1281
15455,1004,2,2420
15456,1004,2,2344
15458,1006,2,1255
15459,1006,2,2914
15461,1007,2,1019
15462,1007,2,2505
15464,1008,3,2458
15465,1008,3,2420
15467,1008,3,1342
15470,1009,2,1176
15471,1009,2,1021
15473,1010,2,3436
15474,1010,2,1353
15476,1013,3,1242
15477,1013,3,3357
15479,1013,3,1227
15482,1014,3,1026
15483,1014,3,2450
15485,1014,3,1438
15488,1015,2,1062
15489,1015,2,3472
15491,1016,2,1237
15492,1016,2,1413
15494,1017,2,1430
15495,1017,2,2034
15497,1018,1,2253
15498,1019,1,3080
15499,1020,2,1000
15500,1020,2,2814
15502,1021,1,1249
15503,1024,3,2689
15504,1024,3,1136
15506,1024,3,2199
15509,1025,3,1424
15510,1025,3,1012
15512,1025,3,1274
15515,1027,1,1039
15516,1028,1,1168
15517,1029,2,1035
15518,1029,2,1189
15520,1030,2,1119
15521,1030,2,1227
15523,1032,3,1368
15524,1032,3,1261
15526,1032,3,2946
15529,1033,1,1193
15530,1035,3,3208
15531,1035,3,1311
15533,1035,3,2585
15536,1036,1,2180
15537,1037,1,2611
15538,1038,2,3387
15539,1038,2,2620
15541,1039,1,1165
15542,1040,1,1140
15543,1041,2,3337
15544,1041,2,1412
15546,1042,3,1209
15547,1042,3,1214
15549,1042,3,2670
15552,1043,3,3337
15553,1043,3,1214
15555,1043,3,1006
15558,1048,2,2714
15559,1048,2,1446
15561,1050,1,1039
15562,1051,2,3461
15563,1051,2,1189
15565,1052,3,1416
15566,1052,3,2531
15568,1052,3,1398
15571,1053,3,1107
15572,1053,3,1328
15574,1053,3,3287
15577,1054,1,3132
15578,1058,3,2869
15579,1058,3,1433
15581,1058,3,2542
15584,1059,3,3051
15585,1059,3,2115
15587,1059,3,1067
15590,1061,3,2957
15591,1061,3,1044
15593,1061,3,2249
15596,1062,2,1221
15597,1062,2,1121
15599,1065,3,1239
15600,1065,3,1230
15602,1065,3,1322
15605,1068,2,1364
15606,1068,2,2921
15608,1069,3,2206
15609,1069,3,2409
15611,1069,3,1147
15614,1071,3,2722
15615,1071,3,1043
15617,1071,3,1144
15620,1073,1,1340
15621,1074,2,1014
15622,1074,2,3355
15624,1075,3,1224
15625,1075,3,1302
15627,1075,3,1085
15630,1077,1,2531
15631,1078,3,1125
15632,1078,3,1315
15634,1078,3,2427
15637,1080,2,1184
15638,1080,2,1031
15640,1081,2,1418
15641,1081,2,1404
15643,1082,1,2027
15644,1083,3,1151
15645,1083,3,1347
15647,1083,3,1101
15650,1084,1,1457
15651,1085,2,1468
15652,1085,2,1018
15654,1087,2,3391
15655,1087,2,1355
15657,1088,1,1350
15658,1089,1,2786
15659,1091,3,2134
15660,1091,3,2857
15662,1091,3,1173
15665,1092,2,1434
15666,1092,2,1457
15668,1093,3,1221
15669,1093,3,3431
15671,1093,3,1406
15674,1094,1,3478
15675,1095,2,1102
15676,1095,2,2080
15678,1097,3,1358
15679,1097,3,2182
15681,1097,3,2457
15684,1098,2,2268
15685,1098,2,2897
15687,1099,1,1479
15688,1100,3,1013
15689,1100,3,3090
15691,1100,3,1123
15694,1101,2,1021
15695,1101,2,2496
15697,1102,1,1226
15698,1103,3,2013
15699,1103,3,2029
15701,1103,3,2219
15704,1105,2,2311
15705,1105,2,2084
15707,1106,3,1295
15708,1106,3,1227
15710,1106,3,1102
15713,1107,2,1151
15714,1107,2,1010
15716,1108,1,2153
15717,1109,2,1216
15718,1109,2,2234
15720,1110,1,1063
15721,1111,1,1469
15722,1112,2,1398
15723,1112,2,2859
15725,1113,1,1211
15726,1117,3,1475
15727,1117,3,2977
15729,1117,3,1103
15732,1119,1,1459
15733,1120,2,2395
15734,1120,2,1098
15736,1121,3,1251
15737,1121,3,1416
15739,1121,3,2272
15742,1122,1,1424
15743,1123,3,1028
15744,1123,3,1474
15746,1123,3,1068
15749,1124,3,1305
15750,1124,3,1251
15752,1124,3,2371
15755,1125,1,2025
15756,1126,2,2938
15757,1126,2,1222
15759,1127,1,1397
15760,1128,1,1047
15761,1129,1,2818
15762,1130,3,1182
15763,1130,3,2894
15765,1130,3,1399
15768,1131,2,3001
15769,1131,2,1419
15771,1133,3,1012
15772,1133,3,1241
15774,1133,3,2283
15777,1137,2,3168
15778,1137,2,1443
15780,1138,3,1092
15781,1138,3,2477
15783,1138,3,1362
15786,1139,2,1125
15787,1139,2,3323
15789,1140,1,2086
15790,1143,2,1282
15791,1143,2,1021
15793,1144,2,1026
15794,1144,2,1286
15796,1145,2,1243
15797,1145,2,3430
15799,1146,3,1304
15800,1146,3,3445
15802,1146,3,1100
15805,1147,2,1220
15806,1147,2,1364
15808,1148,3,1442
15809,1148,3,3459
15811,1148,3,1198
15814,1149,1,1233
15815,1150,4,3026
15816,1150,4,2574
15818,1150,4,2848
15821,1150,4,1209
15825,1151,6,2995
15826,1151,6,3254
15828,1151,6,3239
15831,1151,6,1310
15835,1151,6,2684
15840,1151,6,1089
15846,1152,4,1389
15847,1152,4,2776
15849,1152,4,2298
15852,1152,4,2714
15856,1153,4,3159
15857,1153,4,3290
15859,1153,4,3118
15862,1153,4,2116
15866,1154,4,1252
15867,1154,4,3188
15869,1154,4,1149
15872,1154,4,1248
15876,1155,7,2367
15877,1155,7,1454
15879,1155,7,1215
15882,1155,7,1036
15886,1155,7,3322
15891,1155,7,1155
15897,1155,7,1069
15904,1156,5,1084
15905,1156,5,1484
15907,1156,5,1269
15910,1156,5,2319
15914,1156,5,3172
15919,1157,7,2852
15920,1157,7,3339
15922,1157,7,3268
15925,1157,7,1214
15929,1157,7,1433
15934,1157,7,1065
15940,1157,7,1336
15947,1158,7,1075
15948,1158,7,2326
15950,1158,7,2252
15953,1158,7,1266
15957,1158,7,2209
15962,1158,7,1329
15968,1158,7,2221
15975,1159,7,1194
15976,1159,7,1253
15978,1159,7,2152
15981,1159,7,1406
15985,1159,7,3298
15990,1159,7,1247
15996,1159,7,2539
16003,1160,4,1070
16004,1160,4,1216
16006,1160,4,1290
16009,1160,4,2523
16013,1161,5,2634
16014,1161,5,3167
16016,1161,5,1295
16019,1161,5,1468
16023,1161,5,2409
16028,1162,5,2418
16029,1162,5,1124
16031,1162,5,1240
16034,1162,5,1304
16038,1162,5,1363
16043,1163,5,1260
16044,1163,5,2542
16046,1163,5,3088
16049,1163,5,1452
16053,1163,5,1211
16058,1164,5,3468
16059,1164,5,1075
16061,1164,5,2321
16064,1164,5,3231
16068,1164,5,1061
16073,1165,7,2154
16074,1165,7,2585
16076,1165,7,2894
16079,1165,7,1428
16083,1165,7,3350
16088,1165,7,1275
16094,1165,7,1052
16101,1166,5,1067
16102,1166,5,1337
16104,1166,5,1426
16107,1166,5,1272
16111,1166,5,1435
16116,1167,7,1326
16117,1167,7,1472
16119,1167,7,2438
16122,1167,7,3320
16126,1167,7,1029
16131,1167,7,2096
16137,1167,7,3140
16144,1168,7,1447
16145,1168,7,2729
16147,1168,7,1191
16150,1168,7,2394
16154,1168,7,1316
16159,1168,7,2035
16165,1168,7,2586
16172,1169,7,1107
16173,1169,7,1448
16175,1169,7,1172
16178,1169,7,2670
16182,1169,7,3461
16187,1169,7,1290
16193,1169,7,1231
16200,1170,7,1316
16201,1170,7,1198
16203,1170,7,1433
16206,1170,7,1018
16210,1170,7,3404
16215,1170,7,2528
16221,1170,7,1264
16228,1171,4,3320
16229,1171,4,1365
16231,1171,4,2726
16234,1171,4,1225
16238,1172,7,2694
16239,1172,7,1221
16241,1172,7,3410
16244,1172,7,3078
16248,1172,7,1233
16253,1172,7,2013
16259,1172,7,1388
16266,1173,7,1226
16267,1173,7,1490
16269,1173,7,1144
16272,1173,7,3170
16276,1173,7,1010
16281,1173,7,1226
16287,1173,7,1191
16294,1174,4,3271
16295,1174,4,1024
