"EdgeBetweenness","interaction","name","Nro Llamadas","selected","shared interaction","shared name"
"285083.6474747533","interacts with","888 (interacts with) 613","6","false","interacts with","888 (interacts with) 613"
"2943634.1438418515","interacts with","888 (interacts with) 709","6","false","interacts with","888 (interacts with) 709"
"1042021.0","interacts with","888 (interacts with) 2144","6","false","interacts with","888 (interacts with) 2144"
"203464.78029164055","interacts with","888 (interacts with) 646","6","false","interacts with","888 (interacts with) 646"
"1933685.919169811","interacts with","888 (interacts with) 694","6","false","interacts with","888 (interacts with) 694"
"7012801.158676453","interacts with","888 (interacts with) 807","6","false","interacts with","888 (interacts with) 807"
"1044284.0","interacts with","650 (interacts with) 3085","6","false","interacts with","650 (interacts with) 3085"
"7118771.553503609","interacts with","650 (interacts with) 728","6","false","interacts with","650 (interacts with) 728"
"2913209.903708703","interacts with","650 (interacts with) 919","6","false","interacts with","650 (interacts with) 919"
"1038220.75","interacts with","650 (interacts with) 2741","6","false","interacts with","650 (interacts with) 2741"
"2290133.9831762994","interacts with","650 (interacts with) 945","6","false","interacts with","650 (interacts with) 945"
"844488.745408383","interacts with","650 (interacts with) 888","6","false","interacts with","650 (interacts with) 888"
"1044284.0","interacts with","986 (interacts with) 2946","8","false","interacts with","986 (interacts with) 2946"
"916753.3606200827","interacts with","986 (interacts with) 564","8","false","interacts with","986 (interacts with) 564"
"1.1911617031568095E7","interacts with","986 (interacts with) 662","8","false","interacts with","986 (interacts with) 662"
"1945197.0090549279","interacts with","986 (interacts with) 864","8","false","interacts with","986 (interacts with) 864"
"1082515.248366645","interacts with","986 (interacts with) 717","8","false","interacts with","986 (interacts with) 717"
"1044284.0","interacts with","986 (interacts with) 3136","8","false","interacts with","986 (interacts with) 3136"
"1363286.6669552783","interacts with","986 (interacts with) 806","8","false","interacts with","986 (interacts with) 806"
"2132443.6450521527","interacts with","986 (interacts with) 683","8","false","interacts with","986 (interacts with) 683"
"1.2760449965034159E7","interacts with","649 (interacts with) 986","1","false","interacts with","649 (interacts with) 986"
"813520.0","interacts with","644 (interacts with) 2701","1","false","interacts with","644 (interacts with) 2701"
"1046490.0","interacts with","643 (interacts with) 2939","1","false","interacts with","643 (interacts with) 2939"
"813812.9999999987","interacts with","642 (interacts with) 2255","2","false","interacts with","642 (interacts with) 2255"
"141588.99090908846","interacts with","642 (interacts with) 587","2","false","interacts with","642 (interacts with) 587"
"3058390.5746700745","interacts with","640 (interacts with) 549","2","false","interacts with","640 (interacts with) 549"
"3090111.153675726","interacts with","640 (interacts with) 729","2","false","interacts with","640 (interacts with) 729"
"793190.3406260525","interacts with","638 (interacts with) 640","2","false","interacts with","638 (interacts with) 640"
"3699359.152865639","interacts with","638 (interacts with) 567","2","false","interacts with","638 (interacts with) 567"
"6079784.636166549","interacts with","674 (interacts with) 794","4","false","interacts with","674 (interacts with) 794"
"2386968.076157087","interacts with","674 (interacts with) 655","4","false","interacts with","674 (interacts with) 655"
"2.0110611168137312E7","interacts with","674 (interacts with) 728","4","false","interacts with","674 (interacts with) 728"
"6229919.392815289","interacts with","674 (interacts with) 867","4","false","interacts with","674 (interacts with) 867"
"4035894.531463692","interacts with","770 (interacts with) 916","7","false","interacts with","770 (interacts with) 916"
"314828.7232684014","interacts with","770 (interacts with) 573","7","false","interacts with","770 (interacts with) 573"
"2735705.6633645985","interacts with","770 (interacts with) 846","7","false","interacts with","770 (interacts with) 846"
"192881.55277777594","interacts with","770 (interacts with) 557","7","false","interacts with","770 (interacts with) 557"
"640175.1968614759","interacts with","770 (interacts with) 2305","7","false","interacts with","770 (interacts with) 2305"
"5079718.874629556","interacts with","770 (interacts with) 563","7","false","interacts with","770 (interacts with) 563"
"3617362.4383589914","interacts with","770 (interacts with) 615","7","false","interacts with","770 (interacts with) 615"
"5518958.70122211","interacts with","637 (interacts with) 674","2","false","interacts with","637 (interacts with) 674"
"2655340.858497201","interacts with","637 (interacts with) 770","2","false","interacts with","637 (interacts with) 770"
"140782.5671245405","interacts with","636 (interacts with) 629","1","false","interacts with","636 (interacts with) 629"
"7831976.668942102","interacts with","900 (interacts with) 941","9","false","interacts with","900 (interacts with) 941"
"0.0","interacts with","900 (interacts with) 900","9","false","interacts with","900 (interacts with) 900"
"2772332.2511710837","interacts with","900 (interacts with) 772","9","false","interacts with","900 (interacts with) 772"
"1241300.516533102","interacts with","900 (interacts with) 787","9","false","interacts with","900 (interacts with) 787"
"487586.4544843992","interacts with","900 (interacts with) 2520","9","false","interacts with","900 (interacts with) 2520"
"2224177.195072248","interacts with","900 (interacts with) 760","9","false","interacts with","900 (interacts with) 760"
"3456128.6749471594","interacts with","900 (interacts with) 656","9","false","interacts with","900 (interacts with) 656"
"1.733093288035164E8","interacts with","900 (interacts with) 965","9","false","interacts with","900 (interacts with) 965"
"948091.6652564661","interacts with","900 (interacts with) 2738","9","false","interacts with","900 (interacts with) 2738"
"5.733963393779092E7","interacts with","635 (interacts with) 900","1","false","interacts with","635 (interacts with) 900"
"1046475.0","interacts with","634 (interacts with) 2460","3","false","interacts with","634 (interacts with) 2460"
"803516.734920598","interacts with","634 (interacts with) 2783","3","false","interacts with","634 (interacts with) 2783"
"221755.90681817636","interacts with","634 (interacts with) 3086","3","false","interacts with","634 (interacts with) 3086"
"7633232.591787761","interacts with","825 (interacts with) 741","5","false","interacts with","825 (interacts with) 741"
"3580164.86866328","interacts with","825 (interacts with) 875","5","false","interacts with","825 (interacts with) 875"
"4281600.470959278","interacts with","825 (interacts with) 908","5","false","interacts with","825 (interacts with) 908"
"1601440.4469262243","interacts with","825 (interacts with) 841","5","false","interacts with","825 (interacts with) 841"
"6724988.2088704705","interacts with","825 (interacts with) 773","5","false","interacts with","825 (interacts with) 773"
"5410919.508507335","interacts with","664 (interacts with) 939","4","false","interacts with","664 (interacts with) 939"
"244821.21850648854","interacts with","664 (interacts with) 522","4","false","interacts with","664 (interacts with) 522"
"2523557.353982077","interacts with","664 (interacts with) 782","4","false","interacts with","664 (interacts with) 782"
"2389454.0438262653","interacts with","664 (interacts with) 549","4","false","interacts with","664 (interacts with) 549"
"4899591.342867131","interacts with","633 (interacts with) 825","3","false","interacts with","633 (interacts with) 825"
"512640.4333333437","interacts with","633 (interacts with) 596","3","false","interacts with","633 (interacts with) 596"
"2776724.9325627554","interacts with","633 (interacts with) 664","3","false","interacts with","633 (interacts with) 664"
"337415.1404761883","interacts with","730 (interacts with) 523","4","false","interacts with","730 (interacts with) 523"
"1905692.6716485107","interacts with","730 (interacts with) 758","4","false","interacts with","730 (interacts with) 758"
"2964209.206849082","interacts with","730 (interacts with) 605","4","false","interacts with","730 (interacts with) 605"
"7561418.854023949","interacts with","730 (interacts with) 909","4","false","interacts with","730 (interacts with) 909"
"2154955.186094264","interacts with","687 (interacts with) 871","4","false","interacts with","687 (interacts with) 871"
"8051542.564033027","interacts with","687 (interacts with) 911","4","false","interacts with","687 (interacts with) 911"
"1044284.0","interacts with","687 (interacts with) 2967","4","false","interacts with","687 (interacts with) 2967"
"585001.8023809567","interacts with","687 (interacts with) 560","4","false","interacts with","687 (interacts with) 560"
"689645.5681240713","interacts with","736 (interacts with) 2729","4","false","interacts with","736 (interacts with) 2729"
"1336827.130932765","interacts with","736 (interacts with) 510","4","false","interacts with","736 (interacts with) 510"
"551827.7649456705","interacts with","736 (interacts with) 3276","4","false","interacts with","736 (interacts with) 3276"
"8032441.602838532","interacts with","736 (interacts with) 733","4","false","interacts with","736 (interacts with) 733"
"5998041.066315579","interacts with","632 (interacts with) 730","3","false","interacts with","632 (interacts with) 730"
"4883783.203412868","interacts with","632 (interacts with) 687","3","false","interacts with","632 (interacts with) 687"
"4336256.2350998465","interacts with","632 (interacts with) 736","3","false","interacts with","632 (interacts with) 736"
"1543293.795784741","interacts with","947 (interacts with) 570","9","false","interacts with","947 (interacts with) 570"
"349866.73571427626","interacts with","947 (interacts with) 2660","9","false","interacts with","947 (interacts with) 2660"
"234584.64908538538","interacts with","947 (interacts with) 533","9","false","interacts with","947 (interacts with) 533"
"812277.1363636225","interacts with","947 (interacts with) 2236","9","false","interacts with","947 (interacts with) 2236"
"9175604.234372683","interacts with","947 (interacts with) 518","9","false","interacts with","947 (interacts with) 518"
"243747.1003329905","interacts with","947 (interacts with) 577","9","false","interacts with","947 (interacts with) 577"
"102069.50670995911","interacts with","947 (interacts with) 562","9","false","interacts with","947 (interacts with) 562"
"1044284.0","interacts with","947 (interacts with) 2299","9","false","interacts with","947 (interacts with) 2299"
"2922568.500302763","interacts with","947 (interacts with) 835","9","false","interacts with","947 (interacts with) 835"
"1041410.0","interacts with","718 (interacts with) 3178","7","false","interacts with","718 (interacts with) 3178"
"1023303.4372430946","interacts with","718 (interacts with) 532","7","false","interacts with","718 (interacts with) 532"
"1601166.7113178296","interacts with","718 (interacts with) 677","7","false","interacts with","718 (interacts with) 677"
"130111.90484515048","interacts with","718 (interacts with) 503","7","false","interacts with","718 (interacts with) 503"
"6098815.364567204","interacts with","718 (interacts with) 696","7","false","interacts with","718 (interacts with) 696"
"2501969.129639809","interacts with","718 (interacts with) 660","7","false","interacts with","718 (interacts with) 660"
"4979594.483303461","interacts with","718 (interacts with) 957","7","false","interacts with","718 (interacts with) 957"
"362840.7726190477","interacts with","630 (interacts with) 3285","2","false","interacts with","630 (interacts with) 3285"
"5628206.83808795","interacts with","630 (interacts with) 718","2","false","interacts with","630 (interacts with) 718"
"816128.492857133","interacts with","628 (interacts with) 3248","1","false","interacts with","628 (interacts with) 3248"
"1044284.0","interacts with","671 (interacts with) 3104","4","false","interacts with","671 (interacts with) 3104"
"445861.77489177504","interacts with","671 (interacts with) 2028","4","false","interacts with","671 (interacts with) 2028"
"9023239.957967341","interacts with","671 (interacts with) 890","4","false","interacts with","671 (interacts with) 890"
"862013.0000610675","interacts with","671 (interacts with) 2350","4","false","interacts with","671 (interacts with) 2350"
"780611.5395604657","interacts with","627 (interacts with) 2885","3","false","interacts with","627 (interacts with) 2885"
"69311.60309690484","interacts with","627 (interacts with) 619","3","false","interacts with","627 (interacts with) 619"
"4189403.041269692","interacts with","627 (interacts with) 671","3","false","interacts with","627 (interacts with) 671"
"813570.6666666467","interacts with","626 (interacts with) 3078","1","false","interacts with","626 (interacts with) 3078"
"4705877.50046835","interacts with","966 (interacts with) 567","7","false","interacts with","966 (interacts with) 567"
"5886052.99474632","interacts with","966 (interacts with) 991","7","false","interacts with","966 (interacts with) 991"
"1044284.0","interacts with","966 (interacts with) 2530","7","false","interacts with","966 (interacts with) 2530"
"1631281.9148992754","interacts with","966 (interacts with) 681","7","false","interacts with","966 (interacts with) 681"
"161368.49802142495","interacts with","966 (interacts with) 3072","7","false","interacts with","966 (interacts with) 3072"
"2547299.5247937692","interacts with","966 (interacts with) 710","7","false","interacts with","966 (interacts with) 710"
"9554440.854148002","interacts with","966 (interacts with) 994","7","false","interacts with","966 (interacts with) 994"
"6077094.299782843","interacts with","625 (interacts with) 966","2","false","interacts with","625 (interacts with) 966"
"436129.1199245175","interacts with","625 (interacts with) 2212","2","false","interacts with","625 (interacts with) 2212"
"4568178.887001262","interacts with","624 (interacts with) 569","2","false","interacts with","624 (interacts with) 569"
"182381.89735379332","interacts with","624 (interacts with) 614","2","false","interacts with","624 (interacts with) 614"
"269868.0980519405","interacts with","859 (interacts with) 636","7","false","interacts with","859 (interacts with) 636"
"1.166044865507972E7","interacts with","859 (interacts with) 927","7","false","interacts with","859 (interacts with) 927"
"1044284.0","interacts with","859 (interacts with) 2161","7","false","interacts with","859 (interacts with) 2161"
"2738661.316822069","interacts with","859 (interacts with) 767","7","false","interacts with","859 (interacts with) 767"
"2240286.7351171235","interacts with","859 (interacts with) 890","7","false","interacts with","859 (interacts with) 890"
"1204229.8205031294","interacts with","859 (interacts with) 660","7","false","interacts with","859 (interacts with) 660"
"668921.4642857002","interacts with","859 (interacts with) 2584","7","false","interacts with","859 (interacts with) 2584"
"8973743.41842886","interacts with","622 (interacts with) 859","1","false","interacts with","622 (interacts with) 859"
"1397413.8106505116","interacts with","890 (interacts with) 630","7","false","interacts with","890 (interacts with) 630"
"1.1008961846641224E7","interacts with","890 (interacts with) 860","7","false","interacts with","890 (interacts with) 860"
"811688.3333333607","interacts with","890 (interacts with) 2026","7","false","interacts with","890 (interacts with) 2026"
"3068022.490490142","interacts with","890 (interacts with) 783","7","false","interacts with","890 (interacts with) 783"
"141792.95680708674","interacts with","890 (interacts with) 582","7","false","interacts with","890 (interacts with) 582"
"815622.5416666493","interacts with","890 (interacts with) 2697","7","false","interacts with","890 (interacts with) 2697"
"2894640.480317636","interacts with","890 (interacts with) 820","7","false","interacts with","890 (interacts with) 820"
"851940.3695165615","interacts with","857 (interacts with) 856","7","false","interacts with","857 (interacts with) 856"
"376708.59436119953","interacts with","857 (interacts with) 2212","7","false","interacts with","857 (interacts with) 2212"
"163655.70912698566","interacts with","857 (interacts with) 2155","7","false","interacts with","857 (interacts with) 2155"
"48875.523809525395","interacts with","857 (interacts with) 594","7","false","interacts with","857 (interacts with) 594"
"6983011.426665354","interacts with","857 (interacts with) 998","7","false","interacts with","857 (interacts with) 998"
"2918393.4683947316","interacts with","857 (interacts with) 689","7","false","interacts with","857 (interacts with) 689"
"809049.0","interacts with","857 (interacts with) 2126","7","false","interacts with","857 (interacts with) 2126"
"2527429.8555291262","interacts with","620 (interacts with) 890","3","false","interacts with","620 (interacts with) 890"
"2787350.7850669585","interacts with","620 (interacts with) 857","3","false","interacts with","620 (interacts with) 857"
"1.4715382384439863E7","interacts with","620 (interacts with) 845","3","false","interacts with","620 (interacts with) 845"
"1041195.947826106","interacts with","618 (interacts with) 2638","3","false","interacts with","618 (interacts with) 2638"
"5261329.236073895","interacts with","618 (interacts with) 907","3","false","interacts with","618 (interacts with) 907"
"1044284.0","interacts with","618 (interacts with) 3119","3","false","interacts with","618 (interacts with) 3119"
"3009302.1035703407","interacts with","934 (interacts with) 880","7","false","interacts with","934 (interacts with) 880"
"497162.18952549895","interacts with","934 (interacts with) 3364","7","false","interacts with","934 (interacts with) 3364"
"3105801.8521154434","interacts with","934 (interacts with) 942","7","false","interacts with","934 (interacts with) 942"
"1271839.1150904812","interacts with","934 (interacts with) 882","7","false","interacts with","934 (interacts with) 882"
"2299087.041001583","interacts with","934 (interacts with) 776","7","false","interacts with","934 (interacts with) 776"
"180155.1668192958","interacts with","934 (interacts with) 585","7","false","interacts with","934 (interacts with) 585"
"1.5654191475013543E7","interacts with","934 (interacts with) 679","7","false","interacts with","934 (interacts with) 679"
"5146820.38477022","interacts with","616 (interacts with) 934","1","false","interacts with","616 (interacts with) 934"
"811312.0","interacts with","920 (interacts with) 3325","12","false","interacts with","920 (interacts with) 3325"
"1360139.957436937","interacts with","920 (interacts with) 862","12","false","interacts with","920 (interacts with) 862"
"7717628.064276484","interacts with","920 (interacts with) 997","12","false","interacts with","920 (interacts with) 997"
"4070258.8446369804","interacts with","920 (interacts with) 611","12","false","interacts with","920 (interacts with) 611"
"809954.2000000324","interacts with","920 (interacts with) 2139","12","false","interacts with","920 (interacts with) 2139"
"5512824.408567048","interacts with","920 (interacts with) 907","12","false","interacts with","920 (interacts with) 907"
"3115065.7661274723","interacts with","920 (interacts with) 759","12","false","interacts with","920 (interacts with) 759"
"192220.4358363862","interacts with","920 (interacts with) 582","12","false","interacts with","920 (interacts with) 582"
"1647699.318272022","interacts with","920 (interacts with) 818","12","false","interacts with","920 (interacts with) 818"
"1963822.9044292425","interacts with","920 (interacts with) 863","12","false","interacts with","920 (interacts with) 863"
"4607862.781601986","interacts with","920 (interacts with) 906","12","false","interacts with","920 (interacts with) 906"
"1492936.8688997843","interacts with","920 (interacts with) 781","12","false","interacts with","920 (interacts with) 781"
"544106.8211399647","interacts with","682 (interacts with) 2563","6","false","interacts with","682 (interacts with) 2563"
"4998246.158798727","interacts with","682 (interacts with) 766","6","false","interacts with","682 (interacts with) 766"
"352454.6678571375","interacts with","682 (interacts with) 588","6","false","interacts with","682 (interacts with) 588"
"370374.3011988048","interacts with","682 (interacts with) 2209","6","false","interacts with","682 (interacts with) 2209"
"1.1025178188046768E7","interacts with","682 (interacts with) 778","6","false","interacts with","682 (interacts with) 778"
"570193.5362234925","interacts with","682 (interacts with) 3427","6","false","interacts with","682 (interacts with) 3427"
"9892752.715859344","interacts with","615 (interacts with) 920","2","false","interacts with","615 (interacts with) 920"
"1479564.6386043045","interacts with","615 (interacts with) 682","2","false","interacts with","615 (interacts with) 682"
"811111.5222221657","interacts with","742 (interacts with) 2742","6","false","interacts with","742 (interacts with) 2742"
"547121.8104745018","interacts with","742 (interacts with) 3364","6","false","interacts with","742 (interacts with) 3364"
"1880046.964034902","interacts with","742 (interacts with) 726","6","false","interacts with","742 (interacts with) 726"
"811818.2999999886","interacts with","742 (interacts with) 2907","6","false","interacts with","742 (interacts with) 2907"
"9979988.003295561","interacts with","742 (interacts with) 864","6","false","interacts with","742 (interacts with) 864"
"344294.81946387014","interacts with","742 (interacts with) 643","6","false","interacts with","742 (interacts with) 643"
"1044284.0","interacts with","617 (interacts with) 2138","3","false","interacts with","617 (interacts with) 2138"
"1.2834365948301397E7","interacts with","617 (interacts with) 542","3","false","interacts with","617 (interacts with) 542"
"811312.0","interacts with","617 (interacts with) 2502","3","false","interacts with","617 (interacts with) 2502"
"4274756.379326896","interacts with","612 (interacts with) 742","2","false","interacts with","612 (interacts with) 742"
"3942550.3636013856","interacts with","612 (interacts with) 617","2","false","interacts with","612 (interacts with) 617"
"8807923.077566603","interacts with","886 (interacts with) 960","5","false","interacts with","886 (interacts with) 960"
"1.252857171182263E7","interacts with","886 (interacts with) 983","5","false","interacts with","886 (interacts with) 983"
"2232764.0552570648","interacts with","886 (interacts with) 676","5","false","interacts with","886 (interacts with) 676"
"365254.3996031725","interacts with","886 (interacts with) 540","5","false","interacts with","886 (interacts with) 540"
"1044284.0","interacts with","886 (interacts with) 2551","5","false","interacts with","886 (interacts with) 2551"
"3297858.9018083536","interacts with","717 (interacts with) 826","7","false","interacts with","717 (interacts with) 826"
"3.2651014472837735E7","interacts with","717 (interacts with) 662","7","false","interacts with","717 (interacts with) 662"
"1927390.8686595855","interacts with","717 (interacts with) 873","7","false","interacts with","717 (interacts with) 873"
"483998.02405257884","interacts with","717 (interacts with) 2874","7","false","interacts with","717 (interacts with) 2874"
"478145.5833333533","interacts with","717 (interacts with) 2908","7","false","interacts with","717 (interacts with) 2908"
"6898415.5230729915","interacts with","717 (interacts with) 898","7","false","interacts with","717 (interacts with) 898"
"245769.12777778594","interacts with","717 (interacts with) 574","7","false","interacts with","717 (interacts with) 574"
"3519669.4677384864","interacts with","611 (interacts with) 886","2","false","interacts with","611 (interacts with) 886"
"9771709.42038163","interacts with","611 (interacts with) 717","2","false","interacts with","611 (interacts with) 717"
"1015249.6555555252","interacts with","907 (interacts with) 2492","10","false","interacts with","907 (interacts with) 2492"
"1510304.2016284647","interacts with","907 (interacts with) 766","10","false","interacts with","907 (interacts with) 766"
"437485.45389609266","interacts with","907 (interacts with) 525","10","false","interacts with","907 (interacts with) 525"
"3084676.866769353","interacts with","907 (interacts with) 532","10","false","interacts with","907 (interacts with) 532"
"4355084.575050779","interacts with","907 (interacts with) 858","10","false","interacts with","907 (interacts with) 858"
"3433374.8337294506","interacts with","907 (interacts with) 787","10","false","interacts with","907 (interacts with) 787"
"657351.6785714118","interacts with","907 (interacts with) 3069","10","false","interacts with","907 (interacts with) 3069"
"2.0433037444247782E7","interacts with","907 (interacts with) 799","10","false","interacts with","907 (interacts with) 799"
"496943.14213564835","interacts with","907 (interacts with) 583","10","false","interacts with","907 (interacts with) 583"
"672859.78997115","interacts with","907 (interacts with) 575","10","false","interacts with","907 (interacts with) 575"
"1049227.7511932193","interacts with","941 (interacts with) 798","12","false","interacts with","941 (interacts with) 798"
"1090955.5792209178","interacts with","941 (interacts with) 904","12","false","interacts with","941 (interacts with) 904"
"880095.050815849","interacts with","941 (interacts with) 943","12","false","interacts with","941 (interacts with) 943"
"828782.8881674026","interacts with","941 (interacts with) 737","12","false","interacts with","941 (interacts with) 737"
"75112.1476190472","interacts with","941 (interacts with) 608","12","false","interacts with","941 (interacts with) 608"
"1044284.0","interacts with","941 (interacts with) 2306","12","false","interacts with","941 (interacts with) 2306"
"36690.278787877396","interacts with","941 (interacts with) 646","12","false","interacts with","941 (interacts with) 646"
"902208.4139138449","interacts with","941 (interacts with) 815","12","false","interacts with","941 (interacts with) 815"
"3661742.8293333966","interacts with","941 (interacts with) 822","12","false","interacts with","941 (interacts with) 822"
"1704683.254686701","interacts with","941 (interacts with) 710","12","false","interacts with","941 (interacts with) 710"
"1034991.7629870495","interacts with","941 (interacts with) 3292","12","false","interacts with","941 (interacts with) 3292"
"1910826.4858391338","interacts with","941 (interacts with) 864","12","false","interacts with","941 (interacts with) 864"
"187260.7273504353","interacts with","767 (interacts with) 2424","7","false","interacts with","767 (interacts with) 2424"
"846409.9834110305","interacts with","767 (interacts with) 788","7","false","interacts with","767 (interacts with) 788"
"2046703.1302258726","interacts with","767 (interacts with) 918","7","false","interacts with","767 (interacts with) 918"
"3013702.320460094","interacts with","767 (interacts with) 839","7","false","interacts with","767 (interacts with) 839"
"1788856.9037267258","interacts with","767 (interacts with) 897","7","false","interacts with","767 (interacts with) 897"
"329523.6652777775","interacts with","767 (interacts with) 535","7","false","interacts with","767 (interacts with) 535"
"1026101.0952381234","interacts with","767 (interacts with) 3453","7","false","interacts with","767 (interacts with) 3453"
"2553636.78859843","interacts with","607 (interacts with) 852","3","false","interacts with","607 (interacts with) 852"
"3579139.773622278","interacts with","607 (interacts with) 941","3","false","interacts with","607 (interacts with) 941"
"1367973.8235199556","interacts with","607 (interacts with) 767","3","false","interacts with","607 (interacts with) 767"
"83910.07857142766","interacts with","606 (interacts with) 557","1","false","interacts with","606 (interacts with) 557"
"1044284.0","interacts with","658 (interacts with) 3205","5","false","interacts with","658 (interacts with) 3205"
"2119073.4136232077","interacts with","658 (interacts with) 915","5","false","interacts with","658 (interacts with) 915"
"5027929.132480609","interacts with","658 (interacts with) 870","5","false","interacts with","658 (interacts with) 870"
"918830.837172785","interacts with","658 (interacts with) 816","5","false","interacts with","658 (interacts with) 816"
"127052.09826839816","interacts with","658 (interacts with) 626","5","false","interacts with","658 (interacts with) 626"
"6437670.481545165","interacts with","605 (interacts with) 658","2","false","interacts with","605 (interacts with) 658"
"2634756.806324935","interacts with","605 (interacts with) 823","2","false","interacts with","605 (interacts with) 823"
"777039.3725219135","interacts with","603 (interacts with) 621","3","false","interacts with","603 (interacts with) 621"
"528878.3982684142","interacts with","603 (interacts with) 576","3","false","interacts with","603 (interacts with) 576"
"874943.4595238194","interacts with","603 (interacts with) 2272","3","false","interacts with","603 (interacts with) 2272"
"457636.58397435944","interacts with","936 (interacts with) 628","9","false","interacts with","936 (interacts with) 628"
"3930645.5182362422","interacts with","936 (interacts with) 915","9","false","interacts with","936 (interacts with) 915"
"87118.80476190506","interacts with","936 (interacts with) 523","9","false","interacts with","936 (interacts with) 523"
"2808703.2185291345","interacts with","936 (interacts with) 793","9","false","interacts with","936 (interacts with) 793"
"3380088.909183649","interacts with","936 (interacts with) 520","9","false","interacts with","936 (interacts with) 520"
"9390041.80909919","interacts with","936 (interacts with) 761","9","false","interacts with","936 (interacts with) 761"
"1519228.2897383375","interacts with","936 (interacts with) 753","9","false","interacts with","936 (interacts with) 753"
"1418581.3404532582","interacts with","936 (interacts with) 612","9","false","interacts with","936 (interacts with) 612"
"361641.31507937383","interacts with","936 (interacts with) 648","9","false","interacts with","936 (interacts with) 648"
"1.0981788640528722E7","interacts with","601 (interacts with) 936","1","false","interacts with","601 (interacts with) 936"
"136030.05627705337","interacts with","575 (interacts with) 517","1","false","interacts with","575 (interacts with) 517"
"9852926.97446444","interacts with","602 (interacts with) 511","2","false","interacts with","602 (interacts with) 511"
"537733.6662920268","interacts with","602 (interacts with) 641","2","false","interacts with","602 (interacts with) 641"
"122594.89303752128","interacts with","572 (interacts with) 580","3","false","interacts with","572 (interacts with) 580"
"4326091.711122159","interacts with","572 (interacts with) 602","3","false","interacts with","572 (interacts with) 602"
"118289.38452380667","interacts with","572 (interacts with) 523","3","false","interacts with","572 (interacts with) 523"
"8146417.187210088","interacts with","571 (interacts with) 861","1","false","interacts with","571 (interacts with) 861"
"388524.68968253495","interacts with","807 (interacts with) 2846","6","false","interacts with","807 (interacts with) 2846"
"3467682.5012141406","interacts with","807 (interacts with) 673","6","false","interacts with","807 (interacts with) 673"
"1.5465704032630518E7","interacts with","807 (interacts with) 912","6","false","interacts with","807 (interacts with) 912"
"6566304.567690878","interacts with","807 (interacts with) 995","6","false","interacts with","807 (interacts with) 995"
"1044284.0","interacts with","807 (interacts with) 3169","6","false","interacts with","807 (interacts with) 3169"
"674245.4182900361","interacts with","807 (interacts with) 2994","6","false","interacts with","807 (interacts with) 2994"
"9648738.905340493","interacts with","570 (interacts with) 807","2","false","interacts with","570 (interacts with) 807"
"75845.85321280097","interacts with","570 (interacts with) 533","2","false","interacts with","570 (interacts with) 533"
"4451929.437347635","interacts with","894 (interacts with) 924","6","false","interacts with","894 (interacts with) 924"
"6016908.773842957","interacts with","894 (interacts with) 886","6","false","interacts with","894 (interacts with) 886"
"696741.3981962628","interacts with","894 (interacts with) 2097","6","false","interacts with","894 (interacts with) 2097"
"1040391.6666666862","interacts with","894 (interacts with) 2971","6","false","interacts with","894 (interacts with) 2971"
"1044284.0","interacts with","894 (interacts with) 2765","6","false","interacts with","894 (interacts with) 2765"
"1466090.5727477195","interacts with","894 (interacts with) 972","6","false","interacts with","894 (interacts with) 972"
"180482.704761895","interacts with","908 (interacts with) 594","9","false","interacts with","908 (interacts with) 594"
"2696890.8537567784","interacts with","908 (interacts with) 605","9","false","interacts with","908 (interacts with) 605"
"1044284.0","interacts with","908 (interacts with) 2351","9","false","interacts with","908 (interacts with) 2351"
"642286.8410977835","interacts with","908 (interacts with) 621","9","false","interacts with","908 (interacts with) 621"
"926858.8714285566","interacts with","908 (interacts with) 530","9","false","interacts with","908 (interacts with) 530"
"4941015.260942993","interacts with","908 (interacts with) 649","9","false","interacts with","908 (interacts with) 649"
"8479694.989992594","interacts with","908 (interacts with) 942","9","false","interacts with","908 (interacts with) 942"
"7379865.525477356","interacts with","908 (interacts with) 987","9","false","interacts with","908 (interacts with) 987"
"2527924.5450188047","interacts with","908 (interacts with) 529","9","false","interacts with","908 (interacts with) 529"
"5217514.758783453","interacts with","569 (interacts with) 894","3","false","interacts with","569 (interacts with) 894"
"544047.5242424223","interacts with","569 (interacts with) 2857","3","false","interacts with","569 (interacts with) 2857"
"7875719.034758531","interacts with","569 (interacts with) 908","3","false","interacts with","569 (interacts with) 908"
"6004579.305984174","interacts with","568 (interacts with) 529","1","false","interacts with","568 (interacts with) 529"
"3839168.477595709","interacts with","909 (interacts with) 649","7","false","interacts with","909 (interacts with) 649"
"3250636.070616172","interacts with","909 (interacts with) 683","7","false","interacts with","909 (interacts with) 683"
"5206077.875723462","interacts with","909 (interacts with) 934","7","false","interacts with","909 (interacts with) 934"
"2366330.0286164638","interacts with","909 (interacts with) 723","7","false","interacts with","909 (interacts with) 723"
"1044284.0","interacts with","909 (interacts with) 3211","7","false","interacts with","909 (interacts with) 3211"
"732138.5009365398","interacts with","909 (interacts with) 601","7","false","interacts with","909 (interacts with) 601"
"2030685.368182877","interacts with","909 (interacts with) 944","7","false","interacts with","909 (interacts with) 944"
"6281524.393648867","interacts with","877 (interacts with) 921","4","false","interacts with","877 (interacts with) 921"
"1044284.0","interacts with","877 (interacts with) 2422","4","false","interacts with","877 (interacts with) 2422"
"473188.3213064758","interacts with","877 (interacts with) 2013","4","false","interacts with","877 (interacts with) 2013"
